seller_id,seller_city,seller_state,seller_region,n_orders,n_products,revenue
4003520d80d0bad1d5623f7aa3c63cda,rio de janeiro,RJ,Sudeste,1,1,70.0
402916f742e5c740cc751493d9cf5053,guanhaes,MG,Sudeste,9,5,1252.0
403aa86912527d730337ffcb0fb096ab,belo horizonte,MG,Sudeste,11,6,8959.89
4049512728d969bec69f84088b012416,belo horizonte,MG,Sudeste,7,7,389.84
404e1ba01358af4cd63f679b2c4d1fa1,juiz de fora,MG,Sudeste,8,7,373.9
406740ee611378a662d274c7d8c43c4a,vitoria,ES,Sudeste,8,2,1790.0
406822777a0b9eb5c50e442dd4cd3ec5,tatui,SP,Sudeste,44,18,3548.09
4091f77d8c768fc3e81c20761471761d,sao paulo,SP,Sudeste,8,6,1079.0
40d54b51e962dbe09cabbcfd33298dee,santo andre,SP,Sudeste,30,13,6785.5599999999995
40db9e9aa57f7bb151bcda6b0f9bdbb7,recife,PE,Nordeste,12,9,23168.0
40ec8ab6cdafbcc4f544da38c67da39a,francisco beltrao,PR,Sul,2,1,117.8
411f3b52d857390502ee4e4d5ceabc2d,ribeirao pires,SP,Sudeste,21,13,1804.01
4125d9385a25e82d2f72d3a0fd55bc3f,santos,SP,Sudeste,1,1,42.9
412a4720f3e9431b4afa1476a1acddbe,campinas,SP,Sudeste,21,8,2058.1
4170f6a9367e6b5d6401d03ce6d54569,brasilia df,DF,Centro-Oeste,4,3,568.78
417a1e6c7321084d2a0ae0d023cfad93,imigrante,RS,Sul,1,1,48.9
41958cbd3335433c8740300e8cd600d5,sao paulo,SP,Sudeste,1,1,32.99
41ab63a91b8b264e8c8780368bf1dd5b,belo horizonte,MG,Sudeste,12,9,2571.95
41b14765bd56c8ad10971074380f9c0c,santo andre,SP,Sudeste,8,2,395.5
41b39e28db005d9731d9d485a83b4c38,santo andre,SP,Sudeste,187,126,16306.75
41b86b552e54e3a7009596125aa8b167,sao paulo,SP,Sudeste,10,11,1595.3
41c2bad7229b0c25e6becf179ebf63ff,natal,RN,Nordeste,20,4,782.0
41c9d3997dd3c072c31139dc5bb5761f,araxa,MG,Sudeste,3,1,998.8
41da412d33e8da4f22baf55cb1bde82c,domingos martins,ES,Sudeste,15,10,862.9
41e0fa5761c886a630994a55c12087e7,guaruja,SP,Sudeste,5,2,423.6
4200ddf1967c5e41e48db62bc6d4b5ac,sao bernardo do campo,SP,Sudeste,22,24,694.9
4221a7df464f1fe2955934e30ff3a5a1,bahia,BA,Nordeste,5,1,849.5
422be4cc81a457fdb46f47edeb968ae5,ibitinga,SP,Sudeste,1,1,239.9
427165bf50f8ca07efc7bdc2bfcf1688,americana,SP,Sudeste,5,3,1603.5
42b6488f5b8246d9141712abd4b1b693,maringa,PR,Sul,2,2,247.99
42b729f859728f5079499127a9c2ef37,sao paulo,SP,Sudeste,103,18,4096.96
42bde9fef835393bb8a8849cb6b7f245,brasilia,DF,Centro-Oeste,34,15,7574.0
42d4b7e70819438f5ada61c965e92d7e,goiania,GO,Centro-Oeste,1,2,49.6
42ef3192a9ff87a22d1867b74b3ee205,santo andre,SP,Sudeste,23,20,1354.0900000000001
42fa4ee7240e9b8eb4576358ec142ba7,caxias do sul,RS,Sul,9,3,1504.7
42fb44130ac3134cde8e35cf8ec7df25,pinhalzinho,SP,Sudeste,2,2,43.8
430315b7bb4b6e4b3c978f9dfa9b0558,sao paulo,SP,Sudeste,19,13,2864.4
4305fe92735c8a43d154ff6dd2b8d927,coronel fabriciano,MG,Sudeste,17,5,2606.1
431050a06a317f2b38168dec3dcd2b46,sao paulo,SP,Sudeste,10,5,1370.0
431af27f296bc6519d890aa5a05fdb11,ribeirao preto,SP,Sudeste,116,20,12974.6
4324dd16853115efb0fd9d0d131ba6f4,sao jose do rio pardo,SP,Sudeste,12,6,1052.25
432c37c9dfba871172ec162e20118b8c,brasilia,DF,Centro-Oeste,42,14,2421.97
432c67955c0acd1fd6b0b5d678766a71,sao paulo,SP,Sudeste,1,1,389.0
43402bdf22aa2310e8f99e2f94f78628,ribeirao pires,SP,Sudeste,4,3,649.95
4342d4b2ba6b161468c63a7e7cfce593,rio de janeiro,RJ,Sudeste,2,2,528.9
436bf27f2f18474fc6047702e9f8a866,campinas,SP,Sudeste,1,1,29.9
4371b634e0efc0e22b09b52907d9d469,sao paulo,SP,Sudeste,101,39,8168.0
43753b27d77860f1654aa72e251a7878,barro alto,BA,Nordeste,1,1,23.9
4391ea5c5990502176a1dcda44a2373d,porto alegre,RS,Sul,3,3,2349.0
439a47cc365d6e3bd526812ea9de3c29,mogi das cruzes,SP,Sudeste,8,5,1186.5
43a1d4bab73b816e44ef4e4facd9f9b5,maringa,PR,Sul,1,1,189.9
43a5d4a57af536fddc96d08be3afdfcb,varginha,MG,Sudeste,1,1,75.0
43b2c864251aa0ce4030c746984e088a,brasilia,DF,Centro-Oeste,2,2,94.8
43f8c9950d11ecd03a0304a49e010da6,carapicuiba,SP,Sudeste,41,21,4249.59
44073f8b7e41514de3b7815dd0237f4f,brasilia,DF,Centro-Oeste,139,74,18136.09
440dd6ab244315c632130ecfb63827b1,votuporanga,SP,Sudeste,91,28,13089.0
443d880f15cbd3572885e1d44bf2c478,marilia,SP,Sudeste,1,1,94.8
4450bd8327d471c4a11a83d1445b1b62,cotia,SP,Sudeste,1,1,199.0
446cc09cdbb130904da114e807dbec40,sao paulo,SP,Sudeste,3,3,252.8
44717f64ec2a457979cf83c429077666,santa rosa,RS,Sul,2,2,107.0
447d377bdb757058acb569025ee18a93,carazinho,RS,Sul,1,1,64.99
44ed138eca6214d572ce1d813fb0049b,canoas,RS,Sul,2,2,129.79
44f091b5abab8018f682fce8124b85e5,sao paulo,SP,Sudeste,3,3,354.4
45213867cefbf2cd4c6177e10216a951,araras,SP,Sudeste,14,9,4955.42
4559697a8f7e637227c2eeaed843baff,presidente prudente,SP,Sudeste,39,3,3486.3
455befea1bb853c75ccbca94cff26e5c,resende,RJ,Sudeste,1,1,19.99
455c5640e8c5bd1b2ee85c0158f85727,luiz alves,SC,Sul,8,7,6729.5
455f46ef09a9e45667e2981df84b5cc2,sorocaba,SP,Sudeste,1,1,29.9
457fe919b032a3f7dadba6fb92cf7855,paulinia,SP,Sudeste,9,8,1104.89
458c6fa920810ce2492da71bc26d9eec,catanduva,SP,Sudeste,2,1,756.76
458d868c9642f55f18f04e951a3fdde6,porto alegre,RS,Sul,2,1,2718.0
45a3d05fb00435e52a28859dd03703b3,guarulhos,SP,Sudeste,1,1,1299.0
45ba18c210d42734ec52c0c1c574e9ee,sao roque,SP,Sudeste,35,27,5099.44
45c20d94d9171b0bcfab3c955e47d67b,cordeiropolis,SP,Sudeste,4,4,129.45999999999998
45d33f715e24d15a6ccf5c17b3a23e3c,sorocaba,SP,Sudeste,56,31,4518.49
461ff5303b6c9c1a4a07f40c5aece516,pinhais,PR,Sul,3,2,102.69999999999999
466222e777149751370e7e98fb623b0c,rio de janeiro,RJ,Sudeste,1,1,87.9
4677a5437afda5fa7140b927b07be1cc,japira,PR,Sul,11,9,3415.7
46dc3b2cc0980fb8ec44634e21d2718e,rio de janeiro,RJ,Sudeste,467,175,113726.75
46ef1a25845fc051c2998d878354810c,claudio,MG,Sudeste,5,4,250.41
4736e9d642ef4257cd7622516931eb51,piracicaba,SP,Sudeste,15,11,1048.88
47648caee88ccfe951fbb27fbf7b4cbe,diadema,SP,Sudeste,3,3,1564.99
478bfe564db21eeb44386606aa30b650,pedro leopoldo,MG,Sudeste,3,3,182.70000000000002
47efca563408aae19bb7206c2d969ea9,teresina,PI,Nordeste,11,4,2383.0
48162d548f5b1b11b9d29d1e01f75a61,piracicaba,SP,Sudeste,66,42,20109.39
4830e40640734fc1c52cd21127c341d4,sao paulo,SP,Sudeste,204,52,9490.5
48328ec9a579151d9cc6a86d4a59336c,canoas,RS,Sul,1,1,1099.0
483ca627d131e18f988349b1655c0acd,mogi mirim,SP,Sudeste,1,1,264.0
48436dade18ac8b2bce089ec2a041202,volta redonda,SP,Sudeste,134,22,11821.11
485452467ff670447e84a8370c3fc898,taio,SC,Sul,1,1,109.9
4867209cb29b56b92893d7bde3ce8012,jau,SP,Sudeste,1,1,150.0
4869f7a5dfa277a7dca6462dcf3b52b2,guariba,SP,Sudeste,1124,94,226987.93
48985c61529077fa4f1e38bcff0f2ed3,porto alegre,RS,Sul,7,2,879.3000000000001
48b6c3f4c6a93171da04b75313f2130f,osvaldo cruz,SP,Sudeste,2,2,290.26
48bad451945f5227341793478d6353ea,sao paulo,SP,Sudeste,3,2,307.0
48e5ee06fb2dc74df1c711a9b6dfac2a,oliveira,MG,Sudeste,1,1,57.0
48e954b2da4f6a750c844173b347ed40,porto alegre,RS,Sul,2,2,397.79999999999995
48efc9d94a9834137efd9ea76b065a38,curitiba,PR,Sul,33,17,345.6
48fb026ed7455a42f5d3e9390ed5088e,barra mansa,RJ,Sudeste,9,9,489.73
49067458c68f7701fd334ce326accbe0,juiz de fora,MG,Sudeste,16,14,903.4
4917cee8d902e13428c3ec4b1ca6f315,blumenau,SC,Sul,31,7,5103.9
491a5ada3aa1678414e990262c4bbdc1,sao paulo,SP,Sudeste,1,1,1420.0
49383af7ab774e4e8f3000f49c83dc4b,taubate,SP,Sudeste,8,1,660.0
4965a7002cca77301c82d3f91b82e1a9,sorocaba,SP,Sudeste,1,1,8.49
497709c2976a8fa308730a2dec5b0726,diadema,SP,Sudeste,1,1,76.0
4978a02ea9c8be7a9b5480680f40334e,sao paulo,SP,Sudeste,18,14,2356.61
499185655c29ecfdbfe776ef7cf875b5,porto alegre,RS,Sul,1,1,89.0
4992e76a42cb3aad7a7047e0d3d7e729,sao paulo,SP,Sudeste,56,22,2171.2
499ec63c58e51296c9cf57edcfe1c8a8,sao paulo,SP,Sudeste,5,1,365.0
49cdc90518a4f82676b38b3c1aa43ff6,sao paulo,SP,Sudeste,5,5,1539.5
49e7217cfe4e427191c378ec626d8737,formiga,MG,Sudeste,12,9,2868.8
49f8d2ea7b718d0ce587d34207caf2b4,sao bernardo do campo,SP,Sudeste,1,1,149.9
4a1917ef994878940e1fb03eeb787ad7,brasilia,DF,Centro-Oeste,2,2,768.0
4a1f694197d05fe70026b016a7316b41,pedreira,SP,Sudeste,14,12,907.77
4a23adac87cf538689fa600d976f78b2,sao paulo,SP,Sudeste,3,1,405.0
4a3ca9315b744ce9f8e9374361493884,ibitinga,SP,Sudeste,1772,394,196882.12
4a3ccda38b2129705f3fb522db62ca31,marilia,SP,Sudeste,64,43,16169.09
4a5b36211b1f51bf7eaa5c10a57fa483,sao goncalo,RJ,Sudeste,1,1,139.19
4a82168aaef173cbb6e46ae88728f919,irati,PR,Sul,4,2,512.0
4a82c4af97ffc0fb2dc26bfdc03b1842,lagoa da prata,MG,Sudeste,1,1,60.0
4aba391bc3b88717ce08eb11e44937b2,arraial d'ajuda (porto seguro),BA,Nordeste,27,25,7286.88
4aba6a02a788d3ec81c03137144d9a80,canoinhas,SC,Sul,1,1,89.9
4b0fdb526525f9890eb145bf1534640e,ibitinga,SP,Sudeste,18,10,2419.0
4b1eaadf791bdbbad8c4a35b65236d52,ribeirao preto,SP,Sudeste,5,4,960.0899999999999
4b39558c138930b9e5489c93b6df5fe3,aracaju,SE,Nordeste,4,3,1096.7
4b5f66b7adcf57f1ecc0d3c07dd6b177,vendas@creditparts.com.br,PR,Sul,23,10,6381.78
4b90495391ac0bd181a80a459df1e718,bage,RS,Sul,1,1,248.0
4b9750c8ad28220fe6702d4ecb7c898f,limeira,SP,Sudeste,217,33,15815.4
4ba52dfeba874da5b9ee7b17c7494f04,mogi das cruzes,SP,Sudeste,11,11,1463.0
4bcec44888b30ba9001234c534716d3f,santo andre,SP,Sudeste,5,2,146.0
4bde6149c15cf7e177b36fa060dd6de8,carazinho,RS,Sul,2,2,159.8
4be6b962d83299498bae2190f95d6566,sao carlos,SP,Sudeste,11,6,508.8
4be9ae93c4fc0f41713d71a4194ee1b3,divinopolis,MG,Sudeste,1,1,109.9
4bf2f4ee540798a61f9636d12cd9cc80,assis,SP,Sudeste,29,18,4995.56
4bf658053d453036c70976bccb2c31b2,sao jose do rio preto,SP,Sudeste,1,1,899.99
4bfc7a4a1cf8d4d2121c27422d9e50b5,sao paulo,SP,Sudeste,26,7,8124.4
4c03b9dd4c11ee2cb35c96c49efc9420,campo limpo paulista,SP,Sudeste,48,5,6458.6
4c18691b6037662be2df78a765d98ab5,sao paulo,SP,Sudeste,63,31,3195.52
4c1c7281388a33dd06daac44f9fadbd1,marilia,SP,Sudeste,5,5,188.32
4c2b230173bb36f9b240f2b8ac11786e,sao paulo,SP,Sudeste,258,20,14474.57
4c498c7345e89aebad651544829beca0,carapicuiba,SP,Sudeste,47,20,4570.27
4c4d546adf3c3868fe19c9ec6e9ffda9,maringa,PR,Sul,2,2,111.69999999999999
4c60877808f4318ef1107fbeb8f89afa,atibaia,SP,Sudeste,2,2,118.0
4c61e37f664c3c88aff092aa5ac779d7,niteroi,RJ,Sudeste,7,3,788.3100000000001
4c8545742faaf58fafd5fd14d25d75cf,fernandopolis,SP,Sudeste,4,4,3020.0
4c8b8048e33af2bf94f2eb547746a916,ibitinga,SP,Sudeste,19,19,1882.45
4cc43a222a0f94910728b62b97a8c5f8,ribeirao preto,SP,Sudeste,1,1,108.5
4cc4fd4fdd406a85bbdc1f824b731bd7,toledo,PR,Sul,1,1,539.98
4ce8b55b4bfa4659184e7becc1fba3f2,fazenda rio grande,PR,Sul,2,2,199.0
4cf490a58259286ada5ba8525ba9e84a,tabatinga,SP,Sudeste,7,6,1075.3
4d0041cdbe51b4617d95c70b19decc74,juiz de fora,MG,Sudeste,8,6,5235.200000000001
4d232b78ab7ef10393dc3807d827bc0d,belo horizonte,MG,Sudeste,5,2,1475.0
4d600e08ecbe08258c79e536c5a42fee,entre rios do oeste,PR,Sul,7,7,3816.17
4d6d651bd7684af3fffabd5f08d12e5a,jau,SP,Sudeste,363,70,42999.0
4d9fea3499bdc22aa4da4e339365f215,sao paulo,SP,Sudeste,2,1,192.54000000000002
4da0e408c99d2fdc2126dc9fce518060,cornelio procopio,PR,Sul,44,30,3026.0
4dab98ca6cd6d3df586203cefd28a042,porto alegre,RS,Sul,1,1,154.9
4dbd95a08b31ede5c82d3f861cb1ce1a,curitiba,PR,Sul,4,4,370.78000000000003
4dc2e811a1760953cb7c6a590b498943,itapui,SP,Sudeste,1,1,175.0
4dc646b9b9e8e411ef48ba000ea3ac6f,valinhos,SP,Sudeste,4,4,289.7
4ddeb3e828550cddc8d45c8bc36ab2d1,sao paulo,SP,Sudeste,1,1,152.0
4de6e4ba574aa9dfdc824bc44dc47fdd,colombo,PR,Sul,14,12,451.1
4deebb3199eeafb282ae33229144f94b,sao paulo,SP,Sudeste,4,3,779.7
4e06067cc08b3f41d837768d392c3ee3,betim,MG,Sudeste,31,28,941.72
4e0d109ccfba9a1151c103049880c857,sao joao de meriti,RJ,Sudeste,2,2,279.89
4e17c65a516f69d023a2ae78b84f28d6,suzano,SP,Sudeste,61,47,7639.26
4e2627090e6e5b9fabba883a37897683,belo horizonte,MG,Sudeste,1,1,39.9
4e326052e5dbba8adcd512f3450a307e,sao paulo,SP,Sudeste,3,1,570.0
4e42581f08e8cfc7c090f930bac4552a,portoferreira,SP,Sudeste,1,1,98.0
4e480be820e37de1444325ff358c9296,tres coracoes,MG,Sudeste,1,1,430.3
4e5725ba188db8252977a4f0227bd462,ribeirao preto,SP,Sudeste,21,13,1865.09
4e6015589b781adaa5ce7f1892d06bb1,guaruja,SP,Sudeste,3,1,684.0
4e7c18b98d84e05cbae3ff0ff03846c2,jaboticabal,SP,Sudeste,80,31,8729.0
4e85b538b0dad58852641540686d0e14,sao jose dos campos,SP,Sudeste,4,4,361.97999999999996
4e8dacf3d38f281ae26c3e0321d92d88,sao paulo,SP,Sudeste,2,1,119.8
4e922959ae960d389249c378d1c939f5,jacarei,SP,Sudeste,397,133,44775.42
4e92348462c75b6c842b994ce84a0ed4,cachoeirinha,RS,Sul,1,1,69.9
4ea2f12dbe91deeacd2c1e74f069a6e6,sao paulo,SP,Sudeste,4,4,210.2
4eb61f060e7dcc1d5a80d806c35cc541,sao paulo,SP,Sudeste,8,3,1313.0
4ebdc7e6cd6102a022dadc49156d4ea8,sao paulo,SP,Sudeste,23,19,793.6
4eeb99008a0f59d2c7759c59f9a346eb,embu das artes,SP,Sudeste,2,2,1282.0
4ef4c39cf3c24f326434cf0b2e48046a,sao paulo,SP,Sudeste,7,2,792.0
4f0d637c1197fd65405ebd755ac9f86b,taboao da serra,SP,Sudeste,2,2,199.8
4f1f1c8666cdb6442f775c4e8caed465,belo horizonte,MG,Sudeste,2,2,944.98
4fae87d32467e18eb46e4a76a0a0b9ce,ronda alta,RS,Sul,1,1,100.9
4fb41dff7c50136976d1a5cf004a42e2,feira de santana,BA,Nordeste,3,3,1230.0
4fe2f67634d00c021aa01f96b6f2d68e,maringa,PR,Sul,2,2,86.8
5011f0d93373a4c5753adf58ca77af8d,santos,SP,Sudeste,10,2,689.53
503c1de08ae81a2d86f17951b204db55,sao paulo,SP,Sudeste,22,2,4906.99
5058e8c1e82653974541e83690655b4a,itaquaquecetuba,SP,Sudeste,62,30,9812.83
5075aaa8404020ae6aa8bf4792099b41,pocos de caldas,MG,Sudeste,8,4,1405.88
50770d25768b0486d89be26afca3108f,santo andre,SP,Sudeste,6,5,171.76999999999998
508808d438fe2ff972ed13bb8f4a82e2,sao paulo,SP,Sudeste,9,9,234.84
50a7e551a7b3f8d37cd6e32d8bfbe5ea,sao caetano do sul,SP,Sudeste,1,1,140.0
50bf89f1349bc0409a268c3a49678009,jaci,SP,Sudeste,1,1,179.9
50c9975695009e5e6473912e83a6d1da,claudio,MG,Sudeste,50,36,3964.4
51209b446b2073894bdc0face6c73ffc,vila velha,ES,Sudeste,2,1,359.6
512d298ac2a96d1931b6bd30aa21f61d,rio de janeiro,RJ,Sudeste,11,8,7401.94
513a54369b6a8a6602fcb0e129c6d78d,sao bernardo do campo,SP,Sudeste,2,1,47.8
5145090ab595c0d0b8557199f5701fbf,curitiba,PR,Sul,4,4,1459.6
5151aea44289d6c6b090ee31c2132508,marilia,SP,Sudeste,7,1,1315.3
515d781150feed28a6ac091bb0e3cb8c,campo grande,MS,Centro-Oeste,6,3,1002.35
5160d23075764e18e07c1f4a87fad743,sao bernardo do campo,SP,Sudeste,33,29,2359.0
516e7738bd8f735ac19a010ee5450d8d,rio de janeiro,RJ,Sudeste,74,52,6463.19
51702dc2a3e106c76dbff722b5bf0726,conchal,SP,Sudeste,12,7,2535.2
5194c22ed1f616ec0c0f33c571542879,santa rita do sapucai,MG,Sudeste,4,3,245.6
519a7aa428f18d125a283cf8c014fdd6,rio do oeste,SC,Sul,3,1,79.69999999999999
51a04a8a6bdcb23deccc82b0b80742cf,braganca paulista,SP,Sudeste,1,1,167.99
51e0557bc7b86de13e946c60ee91ce39,belo horizonte,MG,Sudeste,1,1,45.8
51e4e89242cbb846c2deff3dc015650e,rio grande,RS,Sul,16,10,822.58
51ed72984a04e5dd35c2b27e77179038,sao jose do rio preto,SP,Sudeste,7,4,1294.3
51f108f62cb87d61918159902c8f8583,cascavel,PR,Sul,3,2,303.73
52092ddbd3a58c450a4459bf051b2287,dois corregos,SP,Sudeste,6,4,351.7
520b493b57809f446cb0a233bb3e25c7,santos,SP,Sudeste,44,16,2050.3
522620dcb18a6b31cd7bdf73665113a9,cascavel,PR,Sul,172,38,56690.49
5236605f4d4b0b3e4df85b850393fca0,sao paulo,SP,Sudeste,5,4,265.3
52454f90d4c30c016768db02f88c1a74,campinas,SP,Sudeste,3,4,80.5
52562a9f449c3dc3d53f5f5b9ed74903,parnamirim,RN,Nordeste,14,4,3266.6
525e75a6fb1454a2325ab1734bcec221,barueri,SP,Sudeste,9,3,607.17
5275ca25d0358ca73864e0ae41be1320,guarulhos,SP,Sudeste,4,3,409.6
527801b552d0077ffd170872eb49683b,garca,SP,Sudeste,90,26,17942.8
52831e5990d0771cb4951d6f12928167,tupa,SP,Sudeste,1,1,65.0
528bcf6680c36dddf07620bd35b33a6f,sao paulo,SP,Sudeste,2,2,969.98
528ce32f560edd11add4169f6a5b65be,sao roque,SP,Sudeste,1,1,29.9
52956b80ae65fda598f06f6b9943e7a9,maringa,PR,Sul,3,1,792.0
52a50b42accf164f9f019941e5759d9b,monte alegre do sul,SP,Sudeste,4,2,139.96
52a52b9f656520e99716f5bc40f661c8,sao carlos,SP,Sudeste,7,6,783.1
52ac6f920b7280e4c6d30dd94de6259b,pinhais,PR,Sul,5,4,5097.400000000001
52b53f7061969fe471d119b6195da864,itajai,SP,Sudeste,1,1,90.0
52bb00821bcdd358a5a5a27e1f6be5a1,osasco,SP,Sudeste,2,2,349.8
52d76513f0c4d97f3b99570e2c94ee31,novo hamburgo,RS,Sul,19,15,8153.1
52f0fe436a347ddad7ed5f9aa4e27eaa,sao paulo,SP,Sudeste,18,14,1377.5
52f6f9f13ba19504c02781132a049e75,curitiba,PR,Sul,1,1,199.0
52f976b17ea7f2f087f56dcc419328f6,california,PR,Sul,6,5,7630.0
52f9db5cfb423382a2fa5c9e39303202,echapora,SP,Sudeste,21,7,1218.78
53088c75f948b48a7ece173ac17f0c12,triunfo,RS,Sul,3,2,261.70000000000005
530ec6109d11eaaf87999465c6afee01,cascavel,PR,Sul,94,28,12682.11
53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,Nordeste,348,23,217940.44
53336f97ddbe53e2a617d07b17447b95,sao paulo,SP,Sudeste,1,1,599.5
533d46c1b06970e99f09523a61df4972,itapetininga,SP,Sudeste,2,1,159.98
5343d0649eca2a983820bfe93fc4d17e,santo andre,SP,Sudeste,70,48,9819.02
534a01cc6df1e034e05c32028a291fa2,jundiai,SP,Sudeste,5,4,235.59
535bf14f36346c7f59d87cece104d70c,rio de janeiro,RJ,Sudeste,1,1,50.0
537eb890efff034a88679788b647c564,rio de janeiro,RJ,Sudeste,158,46,4617.9
538caafddff204241cecbf3a02e6b3cf,sao paulo,SP,Sudeste,8,5,128.4
539ed9e19811677513447759be5eccfc,belo horizonte,MG,Sudeste,2,2,32.83
53b0300ca793f9834cd69c0678d35ee8,indaiatuba,SP,Sudeste,5,5,1662.15
53d00c40e32aeb924a84ce72b1af869d,ibitinga,SP,Sudeste,17,9,2165.85
53e4c6e0f4312d4d2107a8c9cddf45cd,pedreira,SP,Sudeste,461,158,29429.77
54065e9aef7e9e9c2dc23b7594db021a,rio de janeiro,RJ,Sudeste,10,9,5939.0
5415337f1863452476d42d9f14a16a61,belo horizonte,MG,Sudeste,1,1,44.9
54219883e72aad869adfb2a54b7bfa0f,sorocaba,SP,Sudeste,5,3,6750.0
542917da124346b47ea1ac79a93ce454,curitiba,PR,Sul,20,13,1303.9
544863df86ed3b78a04e0820d41430ee,serra,ES,Sudeste,1,1,23.9
54583ab379489add547fe47b628db589,sao bernardo do campo,SP,Sudeste,10,6,2240.0
54965bbe3e4f07ae045b90b0b8541f52,foz do iguacu,PR,Sul,73,52,10351.7
54a1852d1b8f10312c55e906355666ee,santa barbara d'oeste,SP,Sudeste,198,47,17056.46
54aa8463e87776b5612f4bdc4bd5d4de,belo horizonte,MG,Sudeste,7,4,649.3
54c04bdb5ec46762f8f08c7e8f86ed4a,florianopolis,SC,Sul,18,12,3281.66
55029529919c0123526150bd26ca8f20,contagem,MG,Sudeste,7,6,453.95
553a440137d6e0cf776aee0bb83ac9f5,limeira,SP,Sudeste,2,2,144.8
5563732abe64c3036cb97ad924128dd1,guarulhos,SP,Sudeste,1,2,340.0
5566627eab3fe93fd6ee08798226101a,sao jose dos pinhais,PR,Sul,5,4,85.5
556a6409838156ea299c9d1f9e2dde43,curitiba,PR,Sul,4,4,1362.8
557f22c76691849db52d2abccf0015d0,morrinhos,GO,Centro-Oeste,12,4,799.87
5587130f9850696ed7fafbc91c2cee44,sao paulo,SP,Sudeste,2,2,69.8
559d56f3b8f0bc2e5a9a62fe2ce2a39f,joinville,SC,Sul,2,2,385.0
55a5b51f93f2b70ea513f5a047b0262a,sao joao del rei,MG,Sudeste,39,5,4002.3
55bb6fe5bebe5012e2d7d9928e1128ff,bauru,SP,Sudeste,15,11,1816.55
55c26bcb609f480eb7868594245febb5,tabatinga,SP,Sudeste,6,4,664.4000000000001
55c96925041a14097b6a7825554f4ad5,sao paulo,SP,Sudeste,5,5,170.0
55d3daac7c404d59e51c2aa2f4dc5a23,sao paulo,SP,Sudeste,21,7,4480.6
55dedd83e501d8248880557d9073cbfd,rio de janeiro,RJ,Sudeste,8,8,1055.3
55f7a3319d80f7fdf078b8f03e6725fe,osasco,SP,Sudeste,22,4,3013.78
562f8cfc51f265411f487d07e9c40e7f,belo horizonte,MG,Sudeste,13,4,766.9200000000001
562fc2f2c2863ab7e79a9e4388a58a14,campinas,SP,Sudeste,255,36,8659.25
5656537e588803a555b8eb41f07a944b,brasilia,DF,Centro-Oeste,171,72,7931.26
5659d77e8d90378e39b960ad5956f64e,taubate,SP,Sudeste,2,2,182.48000000000002
56642bcb79900e777d68e91915cb4267,sao paulo,SP,Sudeste,48,8,3657.64
5670f4db5b62c43d542e1b2d56b0cf7c,sao paulo,SP,Sudeste,22,14,6630.09
56db5c0782e8f7ddc9343f9576ff6d16,palhoca,SC,Sul,2,2,734.8
56e361f411e38dcef17cdc2a3d99628b,guarulhos,SP,Sudeste,5,4,1298.0
56f413900b5166ab4d730e9ac0b12cb0,sorocaba,SP,Sudeste,3,2,151.79
570d4583587a5fe2d47c7be89b91ad27,sao paulo,SP,Sudeste,2,2,125.25
5721089ba9214e80074f27d5a03fc0eb,sao paulo,SP,Sudeste,5,4,245.92999999999998
5733d806668f8712c24b9abaefbfa642,chapeco,SP,Sudeste,2,2,243.8
5741dc2bf5044c34d0698681c5081bed,sao jose dos campos,SP,Sudeste,3,2,89.69999999999999
575df70bde3f9f2b30bf8d2e9910d725,sao jose do rio preto,SP,Sudeste,27,17,5410.05
577719699805dd125d5b6fdde5943bba,nova petropolis,RS,Sul,8,8,1077.8000000000002
578fa3a9cb6b6dceab39231ad59cdaca,fortaleza,CE,Nordeste,3,2,150.0
5795aebfe331fbcd02a2c4b679fb7952,palhoca,SC,Sul,6,3,1280.0
579891617139df7d8671d373f0669622,rio de janeiro,RJ,Sudeste,8,7,280.3
57a834594e1e9e9219603bfec184eadc,santa rosa,RS,Sul,1,1,139.0
57c764b4a836300be881e2ff86e449f9,ribeirao preto,SP,Sudeste,28,11,1156.1000000000001
57d2ba47f7a3209aa347532ae75c1165,sao bento do sul,SC,Sul,2,2,318.0
57df9869a600bd6b7c405f2a862eccfb,santa rita do sapucai,MG,Sudeste,5,1,125.0
57e632711dec9ec14ca7546769483e7e,navegantes,SC,Sul,62,20,6350.06
57fe6232e67823593374a2281d7a8af8,capivari,SP,Sudeste,6,5,134.4
582d4f8675b945722eda7c0cb61ba4c7,bertioga,SP,Sudeste,59,25,4702.96
585175ec331ea177fa47199e39a6170a,montes claros,MG,Sudeste,1,1,3549.0
586a871d4f1221763fddb6ceefdeb95e,porto alegre,RS,Sul,1,1,198.0
5882820ef11c4c068eea0677a7a879b4,caxias do sul,RS,Sul,14,6,9925.5
58c851d1a3c7cd3da329eb59453fed44,rio claro,SP,Sudeste,2,1,268.99
58e4b302b54937e55a678c4d15111da4,colombo,PR,Sul,1,1,49.9
58f1a6197ed863543e0136bdedb3fce2,conselheiro lafaiete,MG,Sudeste,42,11,6555.0
59417c56835dd8e2e72f91f809cd4092,limeira,SP,Sudeste,18,9,36459.0
594f9aaa48e5bf431f011ddc5669b0d5,contagem,MG,Sudeste,37,24,3248.8
5962468f885ea01a1b6a97a218797b0a,curitiba,PR,Sul,6,4,674.0
